[02:48:13] [Netty EPOLL Client IO #3/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:33212 | CombatBot) Connection closed
[02:48:18] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:33218 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:48:33] [Netty EPOLL Client IO #4/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:33218 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:48:38] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:48294 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:48:49] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [AUTH] (REDACTED_IP:48294 | CombatBot) Filling player data
[02:48:50] [Netty EPOLL Client IO #5/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:48294 | CombatBot) Connection closed
[02:48:55] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:37164 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:48:55] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [AUTH] (REDACTED_IP:37164 | CombatBot) Filling player data
[02:48:55] [Netty EPOLL Client IO #6/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:37164 | CombatBot) Connection closed
[02:49:00] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:55512 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:49:11] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [AUTH] (REDACTED_IP:55512 | CombatBot) Filling player data
[02:49:12] [Netty EPOLL Client IO #7/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:55512 | CombatBot) Connection closed
[02:49:17] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:36714 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:49:32] [Netty EPOLL Client IO #0/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:36714 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:49:37] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:58568 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:49:37] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [AUTH] (REDACTED_IP:58568 | CombatBot) Filling player data
[02:49:37] [Netty EPOLL Client IO #1/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:58568 | CombatBot) Connection closed
[02:49:42] [Netty EPOLL Server Child IO #2/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:52616 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:49:53] [Netty EPOLL Server Child IO #2/INFO] (ViaProxy) [AUTH] (REDACTED_IP:52616 | CombatBot) Filling player data
[02:49:54] [Netty EPOLL Client IO #2/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:52616 | CombatBot) Connection closed
[02:49:59] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:44470 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:49:59] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [AUTH] (REDACTED_IP:44470 | CombatBot) Filling player data
[02:49:59] [Netty EPOLL Client IO #3/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:44470 | CombatBot) Connection closed
[02:50:04] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:59078 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:50:15] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [AUTH] (REDACTED_IP:59078 | CombatBot) Filling player data
[02:50:16] [Netty EPOLL Client IO #4/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:59078 | CombatBot) Connection closed
[02:50:21] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:43990 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:50:23] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [AUTH] (REDACTED_IP:43990 | CombatBot) Filling player data
[02:50:23] [Netty EPOLL Client IO #5/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:43990 | CombatBot) Connection closed
[02:50:28] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:44006 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:50:39] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [AUTH] (REDACTED_IP:44006 | CombatBot) Filling player data
[02:50:40] [Netty EPOLL Client IO #6/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:44006 | CombatBot) Connection closed
[02:50:45] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:32968 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:51:00] [Netty EPOLL Client IO #7/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:32968 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:51:05] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:51116 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:51:20] [Netty EPOLL Client IO #0/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:51116 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:51:25] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:60580 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:51:40] [Netty EPOLL Client IO #1/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:60580 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:51:45] [Netty EPOLL Server Child IO #2/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:55162 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:52:00] [Netty EPOLL Client IO #2/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:55162 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:52:05] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:53378 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:52:20] [Netty EPOLL Client IO #3/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:53378 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:52:25] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:33910 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:52:40] [Netty EPOLL Client IO #4/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:33910 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:52:45] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:54446 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:53:00] [Netty EPOLL Client IO #5/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:54446 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:53:05] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:46934 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:53:20] [Netty EPOLL Client IO #6/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:46934 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:53:25] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:58422 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:53:40] [Netty EPOLL Client IO #7/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:58422 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:53:45] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:44872 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:53:56] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [AUTH] (REDACTED_IP:44872 | CombatBot) Filling player data
[02:53:56] [Netty EPOLL Client IO #0/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:44872 | CombatBot) Connection closed
[02:54:02] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:40684 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:54:02] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [AUTH] (REDACTED_IP:40684 | CombatBot) Filling player data
[02:54:02] [Netty EPOLL Client IO #1/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:40684 | CombatBot) Connection closed
[02:54:07] [Netty EPOLL Server Child IO #2/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:40696 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:54:22] [Netty EPOLL Client IO #2/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:40696 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:54:27] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:49948 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:54:38] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [AUTH] (REDACTED_IP:49948 | CombatBot) Filling player data
[02:54:38] [Netty EPOLL Client IO #3/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:49948 | CombatBot) Connection closed
[02:54:43] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:40112 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:54:44] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [AUTH] (REDACTED_IP:40112 | CombatBot) Filling player data
[02:54:44] [Netty EPOLL Client IO #4/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:40112 | CombatBot) Connection closed
[02:54:49] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:40114 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:55:00] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [AUTH] (REDACTED_IP:40114 | CombatBot) Filling player data
[02:55:01] [Netty EPOLL Client IO #5/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:40114 | CombatBot) Connection closed
[02:55:06] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:50666 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:55:06] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [AUTH] (REDACTED_IP:50666 | CombatBot) Filling player data
[02:55:06] [Netty EPOLL Client IO #6/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:50666 | CombatBot) Connection closed
[02:55:11] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:58476 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:55:22] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [AUTH] (REDACTED_IP:58476 | CombatBot) Filling player data
[02:55:23] [Netty EPOLL Client IO #7/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:58476 | CombatBot) Connection closed
[02:55:28] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:47332 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:55:28] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [AUTH] (REDACTED_IP:47332 | CombatBot) Filling player data
[02:55:28] [Netty EPOLL Client IO #0/ERROR] (ViaProxy) Caught unhandled netty exception
io.netty.channel.unix.Errors$NativeIoException: recvAddress(..) failed with error(-104): Connection reset by peer
[02:55:28] [Netty EPOLL Client IO #0/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:47332 | CombatBot) [0m[38;2;255;85;85mAn unhandled error occurred in your connection and it has been closed.
[0m[38;2;85;255;85mError details for report:[0m[38;2;255;255;255m
[0m[38;2;255;85;85mNativeIoException[0m[38;2;170;170;170m: [0m[38;2;255;255;255mrecvAddress(..) failed with error(-104): Connection reset by peer[0m
[02:55:28] [Netty EPOLL Client IO #0/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:47332 | CombatBot) Connection closed
[02:55:33] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:48600 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:55:48] [Netty EPOLL Client IO #1/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:48600 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:55:53] [Netty EPOLL Server Child IO #2/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:53364 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:56:04] [Netty EPOLL Server Child IO #2/INFO] (ViaProxy) [AUTH] (REDACTED_IP:53364 | CombatBot) Filling player data
[02:56:04] [Netty EPOLL Client IO #2/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:53364 | CombatBot) Connection closed
[02:56:10] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:49292 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:56:10] [Netty EPOLL Server Child IO #3/INFO] (ViaProxy) [AUTH] (REDACTED_IP:49292 | CombatBot) Filling player data
[02:56:10] [Netty EPOLL Client IO #3/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:49292 | CombatBot) Connection closed
[02:56:15] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:32964 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:56:26] [Netty EPOLL Server Child IO #4/INFO] (ViaProxy) [AUTH] (REDACTED_IP:32964 | CombatBot) Filling player data
[02:56:27] [Netty EPOLL Client IO #4/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:32964 | CombatBot) Connection closed
[02:56:32] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:40506 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:56:32] [Netty EPOLL Server Child IO #5/INFO] (ViaProxy) [AUTH] (REDACTED_IP:40506 | CombatBot) Filling player data
[02:56:32] [Netty EPOLL Client IO #5/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:40506 | CombatBot) Connection closed
[02:56:37] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:40520 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:56:48] [Netty EPOLL Server Child IO #6/INFO] (ViaProxy) [AUTH] (REDACTED_IP:40520 | CombatBot) Filling player data
[02:56:49] [Netty EPOLL Client IO #6/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:40520 | CombatBot) Connection closed
[02:56:54] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:52962 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:56:54] [Netty EPOLL Server Child IO #7/INFO] (ViaProxy) [AUTH] (REDACTED_IP:52962 | CombatBot) Filling player data
[02:56:54] [Netty EPOLL Client IO #7/INFO] (ViaProxy) [DISCONNECT] (REDACTED_IP:52962 | CombatBot) Connection closed
[02:56:59] [Netty EPOLL Server Child IO #0/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:52970 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
[02:57:14] [Netty EPOLL Client IO #0/INFO] (ViaProxy) [PROXY KICK] (REDACTED_IP:52970 | null) [0m[38;2;255;85;85mCould not connect to the backend server![0m
[02:57:19] [Netty EPOLL Server Child IO #1/INFO] (ViaProxy) [CONNECT] (REDACTED_IP:35118 | null) [1.21.5 <-> 26.2] Connecting to CLgamingTV.aternos.me:36025
